time,separation
-1.5,0.4287017500277682
-1.4,0.5387335100370702
-1.3,0.5342751797103074
-1.2,0.49593854154867956
-1.1,0.5306614066702551
-1.0,0.5379746857899147
-0.8999999999999999,0.5119100787878759
-0.7999999999999999,0.4335986200976295
-0.7,0.5235896550058381
-0.6,0.45410669478354104
-0.5,0.5184251071769077
-0.3999999999999999,0.48436398934999736
-0.2999999999999998,0.4581142720584983
-0.19999999999999996,0.5000000000000002
-0.09999999999999987,1.0000000000000007
0.0,1.5
0.10000000000000009,2.0000000000000004
0.20000000000000018,2.5
0.30000000000000004,2.42
0.40000000000000013,2.34
0.5,2.26
0.6000000000000001,2.1799999999999997
0.7000000000000002,2.0999999999999996
0.8000000000000003,2.0199999999999996
0.9000000000000004,1.9399999999999995
1.0,1.8599999999999999
1.1,1.7799999999999998
1.2000000000000002,1.6999999999999997
1.3000000000000003,1.6199999999999997
1.4000000000000004,1.5399999999999996
1.5,1.46
